151,207,163,137,117,177,183,198,187
208,223,145,91,193,190,199,197,184
196,173,135,167,176,134,184,199,202
101,147,191,181,126,117,136,201,214
159,204,211,188,191,158,151,209,218
214,208,187,162,172,132,143,176,180
187,128,97,77,140,118,173,188,138
61,183,213,168,158,133,192,172,217
174,224,227,177,134,108,135,184,240
