129,104,132,126,110,137,107,126,95
146,101,132,136,98,121,109,128,113
136,116,119,115,89,136,123,100,97
102,100,113,140,93,118,108,98,123
111,114,111,110,102,122,126,143,111
111,119,92,123,126,125,119,144,116
106,126,119,95,90,99,81,113,116
101,126,137,118,94,99,114,106,136
74,109,155,144,105,120,135,114,131
