159,196,173,135,167,176,134,184,199
106,101,147,191,181,126,117,136,201
146,159,204,211,188,191,158,151,209
192,214,208,187,162,172,132,143,176
191,187,128,97,77,140,118,173,188
145,61,183,213,168,158,133,192,172
156,174,224,227,177,134,108,135,184
201,210,232,228,196,209,230,196,160
223,211,220,229,220,234,237,207,178
