167,185,189,153,125,91,132,96,165
185,193,188,144,146,77,162,132,119
133,144,164,154,119,171,183,173,139
167,173,183,168,132,177,171,163,163
168,158,165,137,98,150,130,100,131
153,159,158,130,121,95,138,112,128
167,164,168,110,62,69,128,173,163
152,133,147,151,105,121,77,180,177
118,119,128,159,99,133,71,142,153
