179,170,150,93,170,160,123,161,79
162,178,180,104,162,177,107,142,132
139,174,186,147,119,167,120,82,96
109,151,146,98,104,141,135,119,163
113,131,143,151,173,178,151,52,173
177,95,125,168,188,184,125,53,152
150,70,143,153,171,161,101,145,163
69,69,64,108,159,154,143,173,183
119,84,158,126,141,121,123,165,185
