132,142,96,87,123,101,130,116,119
123,116,97,97,113,107,119,114,129
137,103,107,138,111,137,122,122,98
84,124,95,123,124,130,114,110,108
108,110,141,153,117,117,116,120,129
108,110,142,130,111,125,107,137,109
127,114,115,102,70,118,140,129,92
96,130,136,118,86,103,118,124,114
132,131,127,106,123,94,119,135,112
