141,122,92,108,105,102,120,150,103
101,128,126,135,135,119,129,127,119
134,107,108,140,146,85,114,104,146
162,119,127,115,121,118,126,113,156
112,113,145,97,94,121,153,97,149
104,149,146,118,98,125,105,79,139
71,106,134,115,133,120,112,126,120
119,136,126,97,120,126,115,109,137
165,141,130,109,113,111,161,92,122
